Average Information Coefficient Timeseries
Universe Name: Russell 2000
Factor Code: EstDiffC
Factor Name: Analyst Earnings Estimate Diffusion
Sector Name: Cross Sectional
Holding Period: 12 Month
Created Date: 2024-07-26

Date,IC
11/30/2015,0.0993585500075632
12/31/2015,0.127942424841719
1/31/2016,0.0481015351789291
2/29/2016,0.046601870420672
3/31/2016,0.0569757189115899
4/30/2016,0.0962357643749114
5/31/2016,0.0683813331155741
6/30/2016,0.0318791211019795
7/31/2016,-0.0139462725201073
8/31/2016,-0.0297918637374522
9/30/2016,-0.02209380952607
10/31/2016,0.00629262797702359
11/30/2016,-0.0490192678300137
12/31/2016,-0.0269027411931967
1/31/2017,-0.0884497542731062
2/28/2017,-0.0299317901034756
3/31/2017,0.0660997476103708
4/30/2017,0.0281665566532803
5/31/2017,0.0539288832787978
6/30/2017,0.0253435068181286
7/31/2017,-0.00742667845855329
8/31/2017,0.00503483265128898
9/30/2017,-0.00578065063546421
10/31/2017,0.0225598173802318
11/30/2017,0.0303525515957962
12/31/2017,-0.00108676792453469
1/31/2018,0.0190111064146719
2/28/2018,0.0104431952819997
3/31/2018,-0.0178884858778147
4/30/2018,0.00672495850889667
5/31/2018,0.0696804640367664
6/30/2018,0.0109744558775488
7/31/2018,0.0318268047302302
8/31/2018,0.0785548623589006
9/30/2018,0.0481780455878022
10/31/2018,-0.0264235000921963
11/30/2018,-0.010463296051835
12/31/2018,-0.0464192222533857
1/31/2019,-0.0109212015425053
2/28/2019,0.000301038386434978
3/31/2019,-0.0294108543048856
4/30/2019,0.00961949756914932
5/31/2019,0.0571582200252899
6/30/2019,0.0306705950427483
7/31/2019,-0.0115197041491038
8/31/2019,0.0580831813776469
9/30/2019,0.0102046298610024
10/31/2019,-0.0341902374335355
11/30/2019,0.0074709710846842
12/31/2019,0.0572563482899759
1/31/2020,0.0128585785795684
2/29/2020,-0.00948449820915479
3/31/2020,0.0371975323247281
4/30/2020,0.0112328077744752
5/31/2020,0.0210855846324784
6/30/2020,0.000887207331198015
7/31/2020,0.0846605799598865
8/31/2020,0.056440318300661
9/30/2020,0.187593821453131
10/31/2020,0.00895574376657691
11/30/2020,-0.0268638720566654
12/31/2020,0.0150293657986843
1/31/2021,0.0257519214300242
2/28/2021,0.0220997332357027
3/31/2021,-0.0420720404703896
4/30/2021,-0.236228784118831
5/31/2021,-0.137223166830202
6/30/2021,-0.0263947819714531
7/31/2021,-0.035925819595966
8/31/2021,0.0182934997557855
9/30/2021,0.0137014628528981
10/31/2021,0.0191246930302985
11/30/2021,0.0961523037767973
12/31/2021,0.0736766536606887
1/31/2022,0.132590545070568
2/28/2022,0.222691642684753
3/31/2022,0.108725110054959
4/30/2022,0.197272203307772
5/31/2022,0.210126525391133
6/30/2022,0.0477102548355694
7/31/2022,0.167691458846723
8/31/2022,0.161194629206317
9/30/2022,0.0721288249289149
10/31/2022,0.106872230192612
11/30/2022,0.0797093041531315
12/31/2022,-0.0105477441376697
1/31/2023,0.00269228552540187
2/28/2023,0.109601310595274
3/31/2023,0.058223504351266
4/30/2023,-0.0107388489565744
5/31/2023,0.0922993513700972
6/30/2023,-0.0228343567779249
7/31/2023,-0.0302561422144586
8/31/2023,0.0789334196658962
9/30/2023,-0.0126397466618613
10/31/2023,-0.0570215550743399
11/30/2023,0.0277079925010878
12/31/2023,0.016091703613729
1/31/2024,-0.0185182824193328
2/29/2024,0.0475464007232964
3/31/2024,0.0124019869244148
4/30/2024,-0.0451206373822058
5/31/2024,0.0542437081520496
6/30/2024,0.0146839375205052
