Sector Time Series
Universe Name: S&P 500
Factor Code: SUEC
Factor Name: Standardized Unexpected Earnings
Display Name: Return Spread
Weighting Type: Eqt wgt
Created Date: 2024-07-25

Date,Energy,Materials,Industrials,Consumer Discr.,Consumer Staples,Health Care,Financials,Info Tech,Comms,Utilities,Real Est
1998-05-31,,,,,,,,,,,
1998-06-30,,,,0.154183209563149,,,,0.217456334069464,,,
1998-07-31,,,,-0.033995898032367,,,,0.320583831845968,,,
1998-08-31,,,,-0.0673176706117883,,,,0.207122851337248,,,
1998-09-30,,,,0.117659555123372,0.0520846513468882,,,-0.292142857142857,,,
1998-10-31,,,,-0.0429733976072777,0.0599680959977144,,,-0.00164520743919883,,,
1998-11-30,,,-0.0793085106382967,-0.125026022674714,-0.0805772492904056,0.0689062751059857,,-0.0997324795480848,,,
1998-12-31,,,0.0914735548244818,0.218945882921848,-0.017069216316686,0.164338321657063,,0.310136616961744,,,
1999-01-31,,,0.00935545806164406,0.0845445956641364,0.0591759226464052,0.11231884057971,,-0.0798324187684462,,,
1999-02-28,,0.0409759201580763,-0.0635741066429897,-0.00212884438298547,0.0933612291498238,0.0646435475787013,,0.0282264899206239,,,
1999-03-31,,0.134296831573096,0.076670284410308,0.102523366916743,0.152943623235775,-0.00309351877749275,,-0.205849917064822,,,
1999-04-30,,0.196730858829012,0.00278486958113788,-0.0627972778742364,-0.0170126700857408,0.00700909017973483,0.0649804925149348,0.061364702999969,,,
1999-05-31,0.0339866820533977,0.00877505498124748,0.0117923696718145,-0.0119188297259788,-0.0933076254107678,-0.0226173474097635,0.000871697374307367,-0.00981084358437884,0.0348229952928741,0.0294904524163734,
1999-06-30,0.0142677834791386,-0.0591116279508279,0.011294927561788,-0.0057814742742372,0.043597238885476,0.0646441413631098,-0.0105304913484176,0.137683873251373,-0.0957793847246098,0.012919231246732,
1999-07-31,-0.0243606563598919,0.0535776546655365,0.0927481821103184,0.0352264008599823,0.0813853396009643,-0.0262442518259873,0.0275744808265782,-0.00906223371375625,0.0863553188028617,-0.0265916281591078,
1999-08-31,-0.0204844580075872,-0.00712614291906553,0.00659334558281953,-0.023318084854281,0.0133311103205345,-0.0213878375199093,0.0376620410763607,0.0657698000522933,0.100228760764671,0.0313914342263818,
1999-09-30,0.0449264530057972,-0.162961165378725,-0.0191354757501102,0.00775301860595964,0.0354812378601913,-0.105032250688077,0.0761874800538335,0.0238251041639804,-0.047664877643663,-0.017167693979889,
1999-10-31,-0.0333718173810364,0.00571376755391749,-0.0471183854704056,0.0636086072780706,0.0953996247273353,0.0481487861127413,0.0116089910479488,-0.00772627025523499,0.0972573268507972,-0.040307550871882,
1999-11-30,-0.0635817806662233,0.00770935015624367,-0.00450308676179914,0.0054646649994254,0.00140526505446799,-0.0839103311800583,-0.0256967345038678,0.0939380878562938,0.0309146572650831,0.022823913934469,
1999-12-31,-0.0772987517784365,-0.131594582131482,0.0442587372493911,0.0856921852520513,-0.116550606992755,0.0192872965029924,0.0664206251859715,0.00324462142057971,0.0569682634709199,0.0144987985871018,
2000-01-31,0.00625225899908111,0.0796718779346832,0.010770789293869,0.00750523104582207,0.047320387861508,0.0544785189424572,0.00101959037490225,-0.032262580429049,-0.0439732736348813,-0.0497978944137047,
2000-02-29,0.0893085691041544,0.0773192948571459,0.0113683787579426,0.0465673141290925,-0.0209567847596182,0.0827356472468073,0.0934824350754292,0.0626680007371737,0.110691085192753,-0.0309084236247121,
2000-03-31,-0.0269577612702165,-0.0149365690281883,-0.0427248840226758,0.0171424192971677,0.0367873653151004,0.00989373832669048,-0.0485372733769278,0.104528773672118,-0.178394330409445,-0.0862476918760894,
2000-04-30,-0.0385863906568042,-0.119537640887074,-0.010038448086476,-0.00541987048198074,0.109558996710076,-0.0859216008078287,0.0186078947534878,0.0403418327812257,0.0560829931658505,0.0926453199083412,
2000-05-31,0.0422712101893045,-0.0619324223346661,-0.086559917424575,-0.0589602532422629,-0.080571847109668,0.0580165988483789,-0.15772735542876,0.0252372425447396,-0.112910815791793,-0.0318816975567144,
2000-06-30,-0.0189006631084219,-0.0210310586646145,-0.0103034072611097,0.0841966611332037,0.07666679290017,0.123251794856937,0.110717611983029,0.0718408150815193,-0.095479110747781,-0.0278247030565996,
2000-07-31,0.012627566135457,0.0601170822404753,-0.0422324329475781,-0.111469334452722,0.097683519889504,-0.187902306207953,0.0412010878486519,0.0190632520383778,-0.027102372597408,0.0605596435801817,
2000-08-31,-0.0610281070052709,-0.0242231387989499,0.0414370560350174,0.0857827927702236,-0.0914840234892042,-0.0572800996052096,-0.00405675284476162,-0.0224420921875914,-0.0308846227021942,0.0854578926003073,
2000-09-30,0.07262406353698,-0.00855433804192368,-0.0261174239010508,0.0175080711565768,-0.0230896834611526,-0.0192390671479491,-0.00769496226678261,0.0624041366431324,0.00792639892557667,0.0250111444726611,
2000-10-31,-0.0406664594412198,0.0328538535636292,-0.0892155522775591,-0.0256663219989168,0.0586255678475016,-0.0204343777123059,0.0134453620180264,-0.0244339950641244,0.11137238120647,-0.00472496404593831,
2000-11-30,0.00682963584767445,0.0147576206487954,0.0462678866426322,0.0115139473014786,0.00661051604345328,-0.0178923036519909,-0.0666635732280294,-0.0962246672976695,0.045352579638875,-0.00124618895015451,
2000-12-31,0.00581084301723095,-0.123698610387712,-0.154871477075499,-0.0349444479989285,-0.0149534680108255,-0.051062901113139,-0.0465845134799649,0.0278519140532925,0.13262115864555,-0.0474383877950863,
