AVERAGE MONTHLY RANK CORRELATIONS OVER 60 MONTHS
Universe Name: Russell 2000
Factor Code: NIStab
Factor Name: Net Income Stability
Tab Name: Positive
Created Date: 2024-07-25

Category,Factor Name,Correlation,T-Stat
Earnings Quality,Net Profit Margin,0.637114035675182,179.787507762641
Valuation,Earnings to Price,0.630292251859859,186.523198223206
Capital Efficiency,Return on Equity,0.556533112972559,179.548054371276
Earnings Quality,Earnings Quality,0.520814814456924,118.718202368537
Capital Efficiency,Cash Flow Return on Invested Capital,0.45820099154913,127.697749677048
Historical Growth,1Y Chg in Earnings per Share,0.45142371965965,43.5082309153834
Valuation,EBITDA to Enterprise Value,0.423937465235137,63.2173515063858
Capital Efficiency,Capital Acquisition Ratio,0.404803058092944,133.426195019772
Capital Efficiency,Capital Efficiency,0.398556789841025,106.6778004002
Valuation,Valuation,0.315470227186736,62.2184761851582

Correlation (Factors)
,Earnings Quality,Valuation,Capital Efficiency,Earnings Quality,Capital Efficiency,Historical Growth,Valuation,Capital Efficiency,Capital Efficiency,Valuation
Date,Net Profit Margin,Earnings to Price,Return on Equity,Earnings Quality,Cash Flow Return on Invested Capital,1Y Chg in Earnings per Share,EBITDA to Enterprise Value,Capital Acquisition Ratio,Capital Efficiency,Valuation
2004-06-30,0.636320081771493,0.623870768485048,0.604534787065968,0.557057884553293,0.394815372409001,0.306353606216091,0.335724129126467,0.276550603292764,0.41771888393467,0.30703507332372
2004-07-31,0.637780874418399,0.628397700925385,0.593252937259085,0.467202035457941,0.407975008880911,0.28421601372833,0.351686127445848,0.305109994847519,0.384602905961547,0.33587806052641
2004-08-31,0.635131485486422,0.614213423212656,0.595022284468307,0.485271570463536,0.40817993935901,0.259465560285796,0.323244379896954,0.307691098353399,0.383964678403766,0.320445950071172
2004-09-30,0.632128480987912,0.607425898841453,0.59129387077906,0.480462248183244,0.411119805983118,0.269921805391938,0.323454814898815,0.305937802797746,0.385561151670966,0.317202197067614
2004-10-31,0.635970499562975,0.602329467357574,0.588854899560033,0.48587828253182,0.412944702608827,0.264754204834136,0.315955332881887,0.30729277742903,0.384034735336644,0.314727323945472
2004-11-30,0.628140661238914,0.588305904058788,0.570838883863462,0.495574546974777,0.42092319932652,0.238688114835202,0.298160436089454,0.335341238797466,0.391848994416341,0.308744729058379
2004-12-31,0.625002890156393,0.590034808240847,0.568720551670617,0.50102831689358,0.417599365176686,0.236913055197344,0.300718354631623,0.33882455019345,0.400155933203269,0.314067670676172
2005-01-31,0.625930762866821,0.587825964369636,0.569517251837673,0.501215686646541,0.416002067063653,0.23512508810166,0.289692434711486,0.337392329753161,0.401479426976492,0.302908071586102
2005-02-28,0.621902763953411,0.577656570935584,0.56605796047885,0.469056690960066,0.286622098684365,0.247718678929158,0.282766104916919,0.313962466292576,0.378227859518309,0.286257871972786
2005-03-31,0.62246793337851,0.577698730635986,0.567259637287166,0.456982445901587,0.300108806956085,0.264501872685738,0.274563045289585,0.324769955760733,0.376394934716318,0.294695197047885
2005-04-30,0.616787048661273,0.574262611018159,0.546591179565041,0.470122514318112,0.317132232000748,0.29962720883506,0.287406802624811,0.340641188414658,0.384431096387065,0.307429911182183
2005-05-31,0.62962541422805,0.569399630885249,0.5507972426562,0.45883975407231,0.318095245324739,0.33240691924948,0.277290487848354,0.342228727345998,0.37980285761426,0.297721939228424
2005-06-30,0.5990475224826,0.538433192889234,0.556245825101204,0.553182364760174,0.266864074803653,0.3238250396201,0.254337601243606,0.279103225206645,0.408785309225343,0.266134942139802
2005-07-31,0.602536245493935,0.541848021885051,0.530501462925338,0.469973293188946,0.262959952939935,0.291274932817032,0.26598410501523,0.29456127124692,0.367914400509469,0.290232847909719
2005-08-31,0.602452606941263,0.56002822517187,0.548509270653289,0.471652785743669,0.276714913568747,0.315439746515603,0.292102172567853,0.30688662379495,0.383106114754488,0.306317316642129
2005-09-30,0.603509770176543,0.560393889796921,0.552903413840298,0.473163555314545,0.277185538333334,0.342647480344558,0.296124731694448,0.310051163046934,0.381335795688212,0.301109934982933
2005-10-31,0.600257830772688,0.546634634859417,0.548195880772273,0.47180325090921,0.27927419693926,0.306769931352463,0.281960995019371,0.308012937986138,0.381144731910503,0.285141714503512
2005-11-30,0.616044542528494,0.562581466702184,0.549765594575801,0.481884392003013,0.281897117777098,0.338300174843862,0.296498704665146,0.318843370532358,0.383834752070246,0.288125743215603
2005-12-31,0.614633558249029,0.568226534875652,0.550407404538986,0.480032239008342,0.283802365784082,0.339187317548688,0.293786688548974,0.317152946691915,0.384711237730077,0.291590456590264
2006-01-31,0.617986033983075,0.57514409030646,0.553989295961914,0.477776252302987,0.280426734288783,0.337949760461932,0.295144882882254,0.321259173563461,0.385593146701164,0.298916221636022
2006-02-28,0.628616831787138,0.583427706003311,0.562246394346538,0.491581380428477,0.282822282075097,0.331971845656376,0.295427851228733,0.333340345446774,0.396018264754001,0.308746624692599
2006-03-31,0.611240057361236,0.552221949422422,0.568039974440238,0.500452494764193,0.282393047298294,0.354823171104753,0.276861907941247,0.336452173293781,0.399480679014608,0.266279060742992
2006-04-30,0.614077851831092,0.57044334780675,0.578231646841952,0.502637265240072,0.284634142856601,0.34751140103217,0.290994004550103,0.331927682660439,0.4061307237765,0.283841069131472
2006-05-31,0.60256443277942,0.546566329400205,0.565190114303737,0.484856856245452,0.255681780938017,0.334655664587163,0.266813519901397,0.310892547703996,0.383628407156234,0.272974394759514
2006-06-30,0.573532344469763,0.521226886539913,0.553765399366742,0.555920906278105,0.206814958995926,0.32298484169035,0.246816723069165,0.291032921250007,0.400363175622362,0.251331925513519
2006-07-31,0.57902193641459,0.530660763276378,0.532739617229005,0.477889424624081,0.232452074079169,0.275773590811123,0.277044670517674,0.295007794490263,0.362410247348806,0.274946525674877
2006-08-31,0.56280866444874,0.534438014580503,0.521173766576329,0.477584968753263,0.236536282604233,0.297168584918911,0.296298541447919,0.277918888793724,0.347017986567052,0.299282331543245
2006-09-30,0.563484662264834,0.536103459585139,0.521011176782813,0.480308382431217,0.237140581764804,0.298691759616187,0.285872507173974,0.279446709220864,0.351138273992053,0.290587912620829
2006-10-31,0.560247882966244,0.538257383724675,0.524853908530793,0.481242447199248,0.238559861102909,0.294607294730456,0.282008758181869,0.284587412373864,0.356459899111428,0.290908005853818
2006-11-30,0.540970545807225,0.517417486429052,0.503056534481269,0.476738886307157,0.245158365457733,0.286539520209903,0.291919171081619,0.301323529281765,0.359011019010069,0.280409815415251
2006-12-31,0.539118372595995,0.525563903987278,0.507605334885393,0.473380769822461,0.245258190737748,0.301377087318805,0.302092891599115,0.29039187618793,0.356378645296064,0.281433536956956
2007-01-31,0.542161215679074,0.531231254291266,0.50351322607266,0.481626897929358,0.248651531043526,0.304105411287104,0.304825510025304,0.297307628148079,0.355534291875794,0.287386320281031
2007-02-28,0.535631117038688,0.53136560799393,0.500357976785678,0.47931591244317,0.246502245836036,0.298935850404329,0.321225008267085,0.292378416092371,0.348296067330794,0.299526575371221
2007-03-31,0.530654761724558,0.530082536959488,0.516847291640984,0.470693216819415,0.261821692890575,0.298991504166977,0.317473762261268,0.300268917376367,0.354326525345772,0.296515509370368
2007-04-30,0.530272110183676,0.541259077246037,0.515824205108052,0.467420730076135,0.25495756633925,0.294025071252318,0.338652397407895,0.306713328061837,0.350299005731757,0.314874390258265
2007-05-31,0.530158145049785,0.522319373747362,0.513526373297116,0.469155902057854,0.270585584024195,0.322620596080255,0.305946094974466,0.322877630047745,0.36827813428654,0.282325311840993
2007-06-30,0.507455301391085,0.505076623040657,0.519507336754276,0.521545674609603,0.234319294030765,0.318336249162657,0.286768368758278,0.258628541313508,0.387194441362931,0.274555627362112
2007-07-31,0.51823117038008,0.505666758968476,0.505223932650905,0.451798371925378,0.255439335379822,0.281895152495401,0.302281791215427,0.279900205633033,0.361252800651659,0.291617250504144
2007-08-31,0.521109783699503,0.501800426026141,0.518496554783531,0.453094593970326,0.264864797209275,0.286475981887687,0.296942337684024,0.28592328049303,0.381380835003925,0.28136610316988
2007-09-30,0.531118826068576,0.512631128838554,0.528531712011458,0.463483603553759,0.277403322791214,0.318163290812381,0.298637950182574,0.296742340886688,0.387176696682862,0.279989067176892
2007-10-31,0.534292745280309,0.505527626472912,0.527448197100515,0.467477644619347,0.28305209350292,0.297537756236449,0.301250298886681,0.301284584773155,0.38869412544896,0.286862543939307
2007-11-30,0.531995797007951,0.50375055930638,0.535622729407306,0.464370810026063,0.286113872092477,0.340007443385002,0.290838266997232,0.315315306184608,0.407522787168156,0.27801274386796
2007-12-31,0.53548905523311,0.502597680645955,0.5376935297402,0.471664857953226,0.286632062103114,0.353603804343076,0.304777346391624,0.331148466013128,0.410592393374641,0.274172518960589
2008-01-31,0.545324542703573,0.515673634525522,0.549132736430937,0.469648364391194,0.28451216520204,0.373914857172776,0.3042264166897,0.328736086969514,0.41714235944324,0.282177461549757
2008-02-29,0.538600376985823,0.498319106587593,0.542581406948076,0.477768351581786,0.311775432424215,0.361227781449249,0.289828005609717,0.318768880432166,0.420525597316932,0.271064501234217
2008-03-31,0.548265215781135,0.493413739742147,0.550496766960919,0.479467064221152,0.343418739412794,0.38566646698145,0.283941921746692,0.318782983711771,0.426885757625563,0.252625688637886
2008-04-30,0.555395443685752,0.51438505370982,0.555715815173005,0.481885709129388,0.352117996561546,0.41513889446854,0.282417295565538,0.335755047600823,0.434462212868877,0.256930402528612
2008-05-31,0.566926245956998,0.527915440466446,0.562383776694276,0.491876646202594,0.351833525938834,0.427244872523695,0.283041653701225,0.319324826551165,0.431776749123384,0.26514431261908
2008-06-30,0.535664764907193,0.50939704719728,0.558171108352227,0.554570449594144,0.309391004246765,0.449894246511533,0.287529034183019,0.27815139982199,0.450290404498099,0.254689639018791
2008-07-31,0.545831855314045,0.530062776009784,0.533739941666233,0.470124508097009,0.295901300382048,0.42872101965421,0.312498709422101,0.286106136850826,0.396711270229214,0.284189228246439
2008-08-31,0.557202877138058,0.537215644816851,0.544650181302016,0.484622494561874,0.300862364380557,0.442535320170217,0.319136274454543,0.274290557713683,0.406493631864879,0.269094939396836
2008-09-30,0.559792979046856,0.542049619213277,0.555209861183677,0.48105458073993,0.300214311712921,0.449382523406666,0.310523417111145,0.273498993636232,0.409640556352555,0.2715741404283
2008-10-31,0.559580505103323,0.524339775919953,0.552658738598836,0.47825130886438,0.296727625569395,0.443889372626982,0.311507676766953,0.263502204849223,0.40879937876508,0.259842504439963
2008-11-30,0.550745302696762,0.526917822013822,0.549779037959136,0.480314418338055,0.338231526318601,0.460660798658005,0.304640599880969,0.268189383581729,0.410114414361206,0.249392985815502
2008-12-31,0.566303251151554,0.55756005984319,0.557678884653564,0.481222452040999,0.327211303221846,0.482322524935848,0.308099911471139,0.263280904318423,0.409195369919745,0.244101657477745
2009-01-31,0.550140459742633,0.531711772865458,0.552675230627616,0.490515498131478,0.335253849441119,0.452659464299339,0.324352867124003,0.234425841429034,0.386418186294159,0.242356370372007
2009-02-28,0.549747897857658,0.510863210916991,0.538200321891218,0.496194262835908,0.324847066965818,0.38756186548499,0.27142518606911,0.244851878790918,0.383392443247399,0.202618821838485
2009-03-31,0.570727363091377,0.546433189849268,0.568161161230516,0.527121087862571,0.351699714140755,0.534858552577786,0.294887025449589,0.27204943264149,0.408673745332366,0.199144371565662
2009-04-30,0.61487278641503,0.633313683906187,0.600883931906874,0.519819527469401,0.382856876457652,0.558339892471491,0.335463964304872,0.297823792571314,0.455520508168312,0.274048466848797
2009-05-31,0.631246767286596,0.652544951148585,0.606238828155577,0.532818369001304,0.373449512100249,0.553449066090509,0.383938335562369,0.284565358617206,0.446842292565711,0.295085166189248
2009-06-30,0.611576901201089,0.636377244929097,0.600852105729528,0.597577442886825,0.359146335705567,0.562235611104638,0.388692135226509,0.260525540737318,0.464936416733378,0.29007124433712
2009-07-31,0.613604299642576,0.64841452878001,0.592079100266925,0.537934446498683,0.357442421333961,0.524363647478566,0.386807585978975,0.279992439647255,0.435824548843857,0.328796436837159
2009-08-31,0.617697142364231,0.651917039994521,0.580600467564033,0.555106103185642,0.361549905165283,0.560725863996855,0.39292905063578,0.282631857996863,0.4497188272385,0.312854875166456
2009-09-30,0.618693434624823,0.64897550585155,0.572525922696704,0.555936544242347,0.362045884334313,0.562524014710999,0.389690816637964,0.28580049773432,0.444954073932841,0.312509407088592
2009-10-31,0.614358567487494,0.648233223709189,0.568034380933859,0.554279706627133,0.360939920998494,0.542412110533859,0.382099026513481,0.281382020632133,0.446245805314491,0.302210680106066
2009-11-30,0.611955382082499,0.636693265553577,0.562498954659464,0.559436471073409,0.333000362575873,0.527015758822328,0.357034404237327,0.261412133316122,0.448566924392477,0.298806665369779
2009-12-31,0.609190830697425,0.634765584488943,0.56281938315165,0.566493680063492,0.308298119841178,0.528435606844837,0.378284909047616,0.26442055411995,0.445256379174489,0.310076855750237
2010-01-31,0.631379663914656,0.628607785610825,0.56023967448236,0.535394328246156,0.338087752935308,0.508991011285799,0.347431838817054,0.276479930034126,0.448410764951067,0.307726549791788
2010-02-28,0.585973817049009,0.584032673519832,0.533382894678706,0.517000175691527,0.331194391509367,0.452327271708467,0.350034722271231,0.26715694309618,0.435815890430391,0.286725791168871
2010-03-31,0.595090577345553,0.586389381750868,0.541269251702186,0.569039802492703,0.329581485592491,0.497635665966655,0.366401923894403,0.271454087518143,0.422484789751644,0.294050082292149
2010-04-30,0.575615441160738,0.562915116125015,0.538939877621557,0.560307208628748,0.309173974021734,0.403638863308966,0.363410538796263,0.276814535692519,0.420843079152693,0.289302823789617
2010-05-31,0.570570154164494,0.559492225205053,0.529261771385637,0.572051772427867,0.316014466889651,0.477133977819867,0.372540878259213,0.271453958174838,0.423450199946047,0.287542013312857
2010-06-30,0.562314255359801,0.529134068163199,0.524162286071763,0.629009132966758,0.317912070184556,0.483095702263365,0.318006245221398,0.249428374357531,0.444966829129516,0.231635917909812
2010-07-31,0.533600963484035,0.500243408288286,0.470907971272893,0.578031974117437,0.323137042118209,0.359355408646671,0.30567042806654,0.246008120029845,0.410962593640159,0.260998830352705
2010-08-31,0.534072459993098,0.502605054959623,0.486798773744306,0.568468894237049,0.329553113028372,0.391579356558578,0.301259658630973,0.243833463602778,0.427673785660847,0.271055903667247
2010-09-30,0.531110148923616,0.50647037077285,0.486517085900305,0.56706228281681,0.330842337353959,0.391931699897709,0.317500973394631,0.237283914976711,0.426323549633485,0.287214811707316
2010-10-31,0.525661870960064,0.491054792337988,0.468080933527331,0.553559378519122,0.31714905208862,0.332686513867611,0.285073802488041,0.233828829377588,0.408301324830837,0.270546713993921
2010-11-30,0.515267783686293,0.476254081294548,0.463761786043197,0.542650479315851,0.32551005135338,0.346257199165248,0.273583133155226,0.22827747376585,0.416488937553049,0.254397312209786
2010-12-31,0.522084123880604,0.492695748829282,0.473579616787383,0.529017100444802,0.320175769003913,0.346204732133241,0.283271464590546,0.223571751890153,0.421544607173994,0.278063269856015
2011-01-31,0.526295995364815,0.495864144138983,0.481449253984477,0.534509189489657,0.32754414034852,0.320862516493321,0.285483047859138,0.230335791925819,0.422033965194495,0.277502778694396
2011-02-28,0.510599845640197,0.483713196503723,0.481503399773452,0.525654790665947,0.348127619496143,0.281543320370012,0.250253992044249,0.231644523630008,0.411555831650537,0.256696158864147
2011-03-31,0.512962367486294,0.496092582171297,0.481887608556429,0.520245785364693,0.338910405325004,0.315819906511226,0.267197740234964,0.241549029640637,0.398615893292766,0.25658438113481
2011-04-30,0.517894277114974,0.493694744017323,0.47865626763487,0.521923044435409,0.345252454040245,0.296451001731744,0.259251668486943,0.246829059783658,0.395622973376803,0.190990176443189
2011-05-31,0.515205060843918,0.484264444429215,0.491663705713775,0.51708611446776,0.353915165720626,0.307483946347918,0.25850553627242,0.24321607314785,0.381185251995952,0.254590063742138
2011-06-30,0.512503640272066,0.478151200738164,0.487154958801929,0.513859131097922,0.351544409850811,0.325344834282412,0.245306320784617,0.247319028453811,0.387930081763382,0.224301010012263
2011-07-31,0.503381360716728,0.469593711698926,0.468516474981369,0.513432599831771,0.340210215718615,0.294315834204143,0.235862348107716,0.249393288823703,0.391761456583225,0.23566110147599
2011-08-31,0.525083624089764,0.485505440173036,0.481198472288087,0.508205452065095,0.360945470781289,0.303902551813636,0.24044358994617,0.256073799406519,0.405709186103235,0.23567267729771
2011-09-30,0.536316461108357,0.491107006310075,0.493356752436525,0.509253163678157,0.376641599464566,0.323467498715228,0.24077893177835,0.268080541746331,0.417256548343528,0.244610645431132
2011-10-31,0.530251661358257,0.478878352960851,0.483860627488752,0.514565422323762,0.368014565076163,0.312907787909855,0.230069434778374,0.26521823579024,0.410036233086423,0.246159805154881
2011-11-30,0.544953199571794,0.49855150146024,0.487961006930243,0.51955294868453,0.369937703120258,0.35598139904384,0.225974774475694,0.289842110176634,0.417999910602345,0.245719562135182
2011-12-31,0.54744033087305,0.493123984055859,0.488888019130095,0.514146912050477,0.362234691997903,0.351644268937821,0.225427761186622,0.285239622821551,0.41639647638141,0.252204465531661
2012-01-31,0.541644256767178,0.482926018687393,0.48478682536153,0.512864577735525,0.373707716418826,0.326621771503495,0.233672567622155,0.295776566353584,0.417317019554095,0.252622931255264
2012-02-29,0.532065708032751,0.485131837239157,0.493550832456972,0.521965141331804,0.377373904177317,0.329275489662106,0.226566868836222,0.310501948543227,0.427902563056042,0.234876133946586
2012-03-31,0.526373992047974,0.482419933743646,0.483957832590039,0.535330118313266,0.375937903386325,0.337897159444798,0.208649612825946,0.319152313280617,0.427165499777873,0.237692572323096
2012-04-30,0.532739739828946,0.471469890288524,0.485377067580332,0.535188490611348,0.373002383362073,0.334719393486755,0.189008058999144,0.328766515572987,0.428402712456327,0.211060019362011
2012-05-31,0.533099392620464,0.481304859513799,0.507464183543016,0.522989413282371,0.381141742995301,0.358235726824845,0.227877235888302,0.325334067958264,0.431077016152151,0.240039071392097
2012-06-30,0.530869035232258,0.478322603261498,0.504519292235953,0.520996127050556,0.384228521389765,0.35709282525217,0.213594465157642,0.329053522206397,0.428339587379547,0.232654354827152
2012-07-31,0.509591153330614,0.450665999570226,0.497781426910926,0.538793059721136,0.383967196438685,0.319692865745024,0.20800810157943,0.320727567040281,0.419942678266532,0.229484415489013
2012-08-31,0.518959776580871,0.461620547170766,0.49740762207854,0.547529897217384,0.363446530443817,0.327457094724966,0.214421716623426,0.306644706139535,0.400412780844092,0.239441564132959
2012-09-30,0.516058546791236,0.45822055421225,0.497570698002583,0.548263661935507,0.355822723791401,0.326101047520645,0.207540185421867,0.297694860708652,0.395385321764831,0.236396189096916
2012-10-31,0.521690052119769,0.459395938560745,0.502768560242896,0.547669892653437,0.359517873711227,0.322972053256934,0.201055359850613,0.302811763010791,0.398957913662141,0.237155192284504
2012-11-30,0.530010468256565,0.475320935410157,0.496425621415182,0.549699644258261,0.353677888564298,0.32194456329478,0.227226304702598,0.320735824536681,0.398118845621003,0.266366187642412
2012-12-31,0.532415632287796,0.48055915713812,0.495456027213474,0.54914968689814,0.354666317843147,0.321348986006008,0.234509006262077,0.319787187876801,0.40014687251572,0.269024695154879
2013-01-31,0.526285488985134,0.480288301260004,0.498192707893781,0.550424625984018,0.360819225374243,0.30476208975819,0.227481655786623,0.315026716504154,0.400683537511275,0.267763317410549
2013-02-28,0.526337541408943,0.477289104715802,0.483447706488951,0.566162381696176,0.372029576987829,0.282232976382009,0.224090740327502,0.301990299809426,0.398215960962919,0.272393516163238
2013-03-31,0.527111122818704,0.484148966099181,0.487186221942684,0.56592549171502,0.364791871710784,0.30961211711801,0.189350321528794,0.270531434707105,0.389446887920175,0.249391377081114
2013-04-30,0.52610067229268,0.478731963786813,0.479684851339535,0.562980470774396,0.367251062876964,0.265353351392613,0.204985066785277,0.268487284488975,0.395572830756367,0.255142779080433
2013-05-31,0.536151015598372,0.491031859495624,0.481992994719864,0.556357647766546,0.355482504976171,0.330413320490679,0.216875444024037,0.290134678136834,0.383806652077277,0.255902822431314
2013-06-30,0.534008325567849,0.488918366890517,0.481763198298986,0.556205517571507,0.359325024269246,0.321625010444916,0.220630912296001,0.293493101323383,0.383976254771895,0.259301457623479
2013-07-31,0.539711970662523,0.501847554544407,0.490002529367968,0.548188929730781,0.364374181932901,0.325010674447334,0.235535961356451,0.280151327856847,0.373627827729383,0.248003333088228
2013-08-31,0.554607793095279,0.508660370494156,0.472368590039401,0.545266870909254,0.340846504432436,0.316527943481786,0.232259349310667,0.26755573876363,0.371438283752738,0.24880977467061
2013-09-30,0.555721498229788,0.515319919158913,0.477542548875593,0.541150026236055,0.339494554004032,0.320159939858345,0.241164229816089,0.262753429767314,0.375119796419529,0.257047313549547
2013-10-31,0.560393018048229,0.527689457796445,0.482948260370583,0.548325498180227,0.343682698061545,0.321411131365177,0.242533476758054,0.263992988267751,0.372762861288897,0.246836557296391
2013-11-30,0.575017433381752,0.536538411074719,0.491316758098236,0.543557374503946,0.332065956385596,0.327750566884356,0.215843149447539,0.271741477853424,0.368555222860911,0.237989798323938
2013-12-31,0.576690167537618,0.539976389436265,0.497966022507361,0.54572808434143,0.336753236459697,0.328459052839018,0.219898200839465,0.282870718058742,0.374819345957148,0.237429762118009
2014-01-31,0.575053189670671,0.548734370322636,0.517584612166304,0.540354567815713,0.333002953301514,0.329305769881522,0.216776713376746,0.283623044336798,0.370465544669034,0.239491588966834
2014-02-28,0.548223343196422,0.544020956460174,0.510919791855048,0.533767810933792,0.35639763519505,0.350546909509446,0.246916730049869,0.291804630487363,0.36343471451366,0.26860591182652
2014-03-31,0.552810792964155,0.558511617048497,0.529271456527818,0.525202368656955,0.37469371711661,0.205614816046874,0.262306792077565,0.288414791543335,0.359217587736695,0.248635769518179
2014-04-30,0.561167466762751,0.556601667767567,0.528459197648247,0.544734686786218,0.386721449949396,0.321611453366457,0.281950954369271,0.300814943677649,0.363729929216101,0.26079573349637
2014-05-31,0.579458883088491,0.577369879157148,0.535658430791888,0.527578637915293,0.384779493871669,0.358943282068443,0.274635495227641,0.321089059305792,0.361708319296257,0.258045827504723
2014-06-30,0.589377823582236,0.586760884868927,0.546499768708631,0.531764820112729,0.390308546005437,0.361249902882907,0.275204003130903,0.325434288445157,0.36941938470255,0.263427107511259
2014-07-31,0.586542017773426,0.592559278948686,0.537557944442033,0.510341045188293,0.399202577250383,0.373313351488196,0.275063046120439,0.341122157594132,0.379480719868834,0.278685152313312
2014-08-31,0.592860111626396,0.593512276352635,0.544417723286377,0.49967661718192,0.421460778320415,0.361041572613571,0.293650070767169,0.361728539086059,0.396905428590235,0.295930877539236
2014-09-30,0.592946776584768,0.584898410048866,0.542313900080471,0.498874483727658,0.421558380310267,0.387914011160125,0.28336247959416,0.358118452756889,0.395286690617156,0.287518205344456
2014-10-31,0.596073608025193,0.57863854503756,0.540533110496852,0.508507140583163,0.412779452914867,0.392917544639789,0.267248604919609,0.35491887287363,0.400772577840768,0.261794868224421
2014-11-30,0.602541580402415,0.581308544992311,0.54182576854198,0.512351225432427,0.399957475222975,0.40316032306829,0.270705164349124,0.355765454022112,0.380579726432768,0.261577432655502
2014-12-31,0.595555939491934,0.57469709560962,0.542635468559345,0.511696087829375,0.394951893209706,0.399102076937978,0.267408146359609,0.356078122693218,0.378251396228601,0.262420564730021
2015-01-31,0.598093185993033,0.575786123917832,0.554258773329157,0.508062453255109,0.382385469376963,0.407205742975814,0.267707080106827,0.339748973197037,0.366881491886045,0.252215277113425
2015-02-28,0.601638358459883,0.577029085116365,0.557555226778882,0.506107436433467,0.388409700555667,0.383983802861812,0.272558526051778,0.346949197567686,0.356611093285923,0.245676705986995
2015-03-31,0.60344428578217,0.577847813247384,0.563199708524899,0.501657555413188,0.385913779920824,0.37772741763586,0.268818028527512,0.333158818691712,0.362814244657068,0.257354271464052
2015-04-30,0.607429577875842,0.587185902934934,0.567065801803031,0.511675339917269,0.38958175261006,0.383488827686356,0.272231758167037,0.332014345393453,0.365117511811301,0.262204329907361
2015-05-31,0.614553889204776,0.586350035710831,0.56566707345527,0.53799298552621,0.381075456431777,0.334413003772402,0.277242347954655,0.338223944422922,0.356864159468977,0.256115440985015
2015-06-30,0.612929741203877,0.579925900771692,0.55961405429384,0.54401073016446,0.386442464446172,0.352187868014441,0.27147200432616,0.340484838314746,0.359095913685612,0.250974675921395
2015-07-31,0.611946683169313,0.576345837076775,0.563621699289277,0.545779604032172,0.381726974526332,0.330803945616609,0.271041196085942,0.338266870539645,0.353940396323646,0.254123209307783
2015-08-31,0.605141652506287,0.579877288789591,0.55282193421879,0.549496633073914,0.366138784623757,0.406146108854053,0.312239489974673,0.329993394554427,0.346387820466215,0.257454742517073
2015-09-30,0.602354965293599,0.571988369869097,0.553733432462007,0.539915817062181,0.35090538809004,0.358646053457327,0.293706002837452,0.322004465172797,0.341457240989124,0.242689212123773
2015-10-31,0.599632054401216,0.564876654259063,0.543577876689084,0.548508952516304,0.359290385105501,0.346080480480779,0.292960357822602,0.329566182851652,0.340170079425417,0.238400816270096
2015-11-30,0.605993113672724,0.574252621155819,0.548498471334731,0.550099439591214,0.360730826177064,0.408390833018994,0.278210535439023,0.31742651709081,0.339851875480982,0.219401657556597
2015-12-31,0.616672855889543,0.580171087339228,0.561092102028876,0.564335904849588,0.364627230551915,0.383158360171886,0.277396614259006,0.316507843805076,0.345994954780594,0.219003171350787
2016-01-31,0.612999832650232,0.576428563461704,0.559588791425857,0.562237403324439,0.369780901232777,0.339730085955008,0.264623217969378,0.319989037613961,0.344695758883979,0.211454387910877
2016-02-29,0.6180397707379,0.580181059475668,0.554513376507477,0.56415154646354,0.370920920007538,0.353427314563836,0.265348735000167,0.323460362723638,0.348252845726178,0.197248069982152
2016-03-31,0.626869417255366,0.60510808969886,0.568381099157413,0.55727989690432,0.379234170585123,0.438930894839278,0.287687017594932,0.348084293155322,0.352748893917996,0.241472489271011
2016-04-30,0.630783767132406,0.613169144453001,0.562175360780999,0.55573717872536,0.376552210858042,0.426359171253127,0.2834914963217,0.354689482545081,0.335204233262852,0.223081924300632
2016-05-31,0.664479605647318,0.623336137411124,0.548032917826807,0.571238523846011,0.389209531325676,0.487027015129947,0.287721376789671,0.352006741382602,0.340528562930949,0.228091921356133
2016-06-30,0.665281019841845,0.622395073819512,0.54783418107481,0.56947116153106,0.38763124510697,0.473187057607568,0.284006154435252,0.349745436773221,0.337711280602967,0.222012510434239
2016-07-31,0.667206956096572,0.625789739173458,0.555762608465297,0.564413584283328,0.387824923908479,0.43965453065639,0.279222433825174,0.349141201595624,0.340951902568874,0.225738824293086
2016-08-31,0.633409523999675,0.612335452003662,0.525554255532186,0.560700804142476,0.344754522565791,0.438530754714437,0.285579766296735,0.314519215702902,0.30880586350793,0.229618929943785
2016-09-30,0.63632036742429,0.608913572069374,0.522762490041022,0.565956501811768,0.355597414442412,0.434144523426077,0.288639723425524,0.318989084622261,0.316982662743677,0.229138130870315
2016-10-31,0.63198937830502,0.60639682524248,0.524130726603414,0.553539428624551,0.353899578495041,0.380745956883929,0.278974356217994,0.321565904110383,0.314008581091711,0.20086872830226
2016-11-30,0.630277658484895,0.61291569095802,0.506345946532549,0.528739836045462,0.353607046707753,0.433505931236566,0.263155121197999,0.301639389752876,0.293552822464518,0.173740025055322
2016-12-31,0.628877256500325,0.603549203620232,0.502124042485019,0.529390770345443,0.355446890981776,0.452550136554057,0.230601317606512,0.308226670089188,0.290609585431232,0.166763345891294
2017-01-31,0.629692123818365,0.606214650005087,0.49847222224961,0.529384755130982,0.357713332478613,0.392990279331443,0.24251881567911,0.311327339318724,0.292266713896426,0.176471007033411
2017-02-28,0.628930312000007,0.598591083908932,0.495750651621698,0.527450462082517,0.356450777386943,0.378575323784618,0.240228339073512,0.307657893238378,0.291820830165042,0.183228821652063
