AVERAGE MONTHLY RANK CORRELATIONS OVER 60 MONTHS
Universe Name: Russell 2000
Factor Code: NIStab
Factor Name: Net Income Stability
Tab Name: Positive
Created Date: 2024-07-25

Category,Factor Name,Correlation,T-Stat
Earnings Quality,Net Profit Margin,0.637114035675182,179.787507762641
Valuation,Earnings to Price,0.630292251859859,186.523198223206
Capital Efficiency,Return on Equity,0.556533112972559,179.548054371276
Earnings Quality,Earnings Quality,0.520814814456924,118.718202368537
Capital Efficiency,Cash Flow Return on Invested Capital,0.45820099154913,127.697749677048
Historical Growth,1Y Chg in Earnings per Share,0.45142371965965,43.5082309153834
Valuation,EBITDA to Enterprise Value,0.423937465235137,63.2173515063858
Capital Efficiency,Capital Acquisition Ratio,0.404803058092944,133.426195019772
Capital Efficiency,Capital Efficiency,0.398556789841025,106.6778004002
Valuation,Valuation,0.315470227186736,62.2184761851582

Correlation (Factors)
,Earnings Quality,Valuation,Capital Efficiency,Earnings Quality,Capital Efficiency,Historical Growth,Valuation,Capital Efficiency,Capital Efficiency,Valuation
Date,Net Profit Margin,Earnings to Price,Return on Equity,Earnings Quality,Cash Flow Return on Invested Capital,1Y Chg in Earnings per Share,EBITDA to Enterprise Value,Capital Acquisition Ratio,Capital Efficiency,Valuation
2017-03-31,0.643231737952141,0.591716056515234,0.50094751762293,0.539713800922561,0.363534453489609,0.348945756289559,0.259643707309299,0.309814244019054,0.280002948945193,0.184765482954911
2017-04-30,0.646414598474327,0.599305364462572,0.525380568221678,0.525395556462421,0.38529576914262,0.330752250524644,0.285819170704761,0.343042922673642,0.296684341962605,0.216913547924492
2017-05-31,0.6486306873618,0.592317335166447,0.528500554731863,0.523706226298163,0.397016847666264,0.361293239824193,0.276300550188235,0.367788223011654,0.28770105574525,0.207643015875107
2017-06-30,0.659937296259679,0.597441353960704,0.532120678043076,0.51320108062001,0.377760592666037,0.351605566568231,0.275704917800048,0.370798309414569,0.289767350703669,0.202888002645211
2017-07-31,0.643220606031845,0.573865123176128,0.532891829989636,0.504885128350469,0.381092176468846,0.335538541754741,0.290972687873311,0.354246389116775,0.292296164820564,0.208754019568679
2017-08-31,0.633964444806524,0.572600292538413,0.535640729443885,0.500179987177099,0.37027914064533,0.341211532185905,0.280669273733556,0.341487471361502,0.294216910955709,0.211780504382628
2017-09-30,0.630643788532078,0.570876207323762,0.532321230063208,0.497232248888754,0.35999995921721,0.337246559161931,0.280234003321443,0.337000153438674,0.290459187302755,0.200670705315608
2017-10-31,0.63791630496096,0.572201384380866,0.530995437023898,0.504482677119561,0.367357156687962,0.31257557299187,0.268680046587133,0.342469632417893,0.288813182243796,0.198444317615814
2017-11-30,0.644135306410217,0.583288824877718,0.522454406522003,0.51694826686448,0.368622609462264,0.397371560877491,0.24319244375216,0.340038278124376,0.307828674388718,0.184095553742117
2017-12-31,0.651830225444951,0.592267634154367,0.529360336340914,0.516653066963815,0.363063638891825,0.427946655139686,0.256860869551564,0.336164691863947,0.309060612299416,0.188047056558203
2018-01-31,0.647923989396754,0.587032930975231,0.528385508673186,0.516225395149202,0.362742694162177,0.403650714693879,0.257939064624501,0.339533513347721,0.311218249610908,0.19856298148807
2018-02-28,0.644604638936687,0.582343643458615,0.510701430418036,0.535266204915241,0.337226247219401,0.445842831400886,0.234818189502892,0.31836966910493,0.302841235258423,0.18725740648393
2018-03-31,0.654495283444133,0.596102376432711,0.531442627772628,0.531231245181484,0.349264654955971,0.515962162432996,0.26360038235309,0.316034464887366,0.308404823884328,0.218480642074622
2018-04-30,0.679797437977513,0.618097874857107,0.559148077204272,0.538058958889453,0.368592222057369,0.52282791912887,0.29212752361085,0.328098079946881,0.327349030663915,0.240700139066881
2018-05-31,0.665198126855354,0.61337287632199,0.546262983031624,0.545809017298464,0.371555723609519,0.476595899254956,0.296919122151436,0.33627864873498,0.320225092393346,0.249628198251976
2018-06-30,0.681811382543238,0.619785743013726,0.547849025204782,0.550697764567804,0.388669653116592,0.470358470566763,0.291325036904924,0.35435183494374,0.320627310855584,0.240948509694476
2018-07-31,0.670831911521419,0.61637556958909,0.524327614518312,0.543491272412203,0.391373708101972,0.454968721905522,0.319929208687863,0.366747177413101,0.302149935531364,0.258390940001852
2018-08-31,0.655962392366014,0.610363055062224,0.513418680332093,0.543733126118296,0.37569702146353,0.439460437184201,0.308664790166652,0.359814174264112,0.297786399643185,0.268331257760362
2018-09-30,0.657334581941957,0.612413789490834,0.522442413084736,0.548984596413745,0.384910604224082,0.440457452177905,0.316421996061342,0.364892574421328,0.298362003773134,0.258996156904055
2018-10-31,0.653250072587139,0.60566341108705,0.518801536761093,0.544235219868265,0.380765238073054,0.439868604073068,0.301898234767747,0.364203683890006,0.286467006669842,0.245860982118837
2018-11-30,0.661464435690298,0.606908332497024,0.535459272477257,0.538888474608731,0.363504263400541,0.425858015144222,0.271506294408521,0.357118132219728,0.295471670020757,0.24251793688826
2018-12-31,0.662035091588292,0.604752497098976,0.543435127089318,0.537370444680903,0.368096456567465,0.432990406932958,0.239440433364402,0.363643176803126,0.294576310375735,0.239158771302666
2019-01-31,0.655913758152642,0.601901527192712,0.545284766829112,0.533088854560493,0.36317698727245,0.430238130220373,0.255473135005425,0.365259285934722,0.289803145512439,0.23951023479009
2019-02-28,0.653921004401239,0.606882344928523,0.538197698100069,0.530919912084358,0.361964792988416,0.396176300681621,0.280718447499064,0.360620054026736,0.289162981298334,0.2485534309297
2019-03-31,0.644057722216332,0.611904471034535,0.556948582392664,0.521013558043932,0.38928161555485,0.406054884430834,0.322269780740802,0.381432623359484,0.314144061052623,0.281831883281242
2019-04-30,0.634791176717363,0.613126712214176,0.569611414328624,0.533515656068558,0.431227157343978,0.388849586335103,0.336559757776447,0.401163290402352,0.313248031941464,0.283061257420292
2019-05-31,0.642126967263304,0.60707785861597,0.577207748124857,0.538558342593294,0.430199320442629,0.394545031603824,0.303432597706845,0.39473849904886,0.343991331537209,0.28281652702421
2019-06-30,0.640043223664819,0.614894721325004,0.561824367512054,0.531248823953676,0.426306196712898,0.39580598279878,0.315176915616079,0.393528543608986,0.356332955942197,0.279529859811229
2019-07-31,0.645111153035558,0.61364784640246,0.564376529643792,0.530830743345153,0.432890466236915,0.403462928720751,0.308299207243192,0.399184366030438,0.361094699730452,0.275610564824098
2019-08-31,0.609809114513303,0.592553011433014,0.543111318128086,0.532283930544612,0.435331439006659,0.378570333965652,0.324573663138936,0.391756977579322,0.357822407035602,0.269606651807842
2019-09-30,0.605229093259874,0.593782077808705,0.543951625696984,0.532312314651178,0.444279973240947,0.370610912122459,0.330998782278254,0.395651934043761,0.367133301576065,0.278189516150485
2019-10-31,0.605719291230499,0.590432712701052,0.539901928150228,0.526352627343688,0.437967220595535,0.385974176670216,0.331702519332843,0.397627407833842,0.361768391202355,0.271125035144131
2019-11-30,0.603746769268822,0.604825372322072,0.550197066640387,0.51697444009927,0.410180291741931,0.425521988805534,0.343874129465756,0.367287069523723,0.342086606865329,0.261668679881831
2019-12-31,0.605541112247321,0.606359272721609,0.554904322711725,0.521913423418019,0.416671850726902,0.42803350239404,0.358991657835183,0.376141992663422,0.348534639408263,0.258612360036224
2020-01-31,0.60813219483728,0.602757337002042,0.556346950509978,0.522329632254344,0.422954595403263,0.432398790130331,0.346384786086012,0.375720880687587,0.34906481215333,0.254696146339571
2020-02-29,0.615139782148641,0.603379243876692,0.566955411443264,0.52602472966081,0.42075299952714,0.462944191191333,0.36184442103863,0.37596475739082,0.355898331625194,0.263895563728811
2020-03-31,0.65593876737338,0.605414575273168,0.580072335070878,0.526350557637508,0.423552108598937,0.474186232811353,0.344292176821549,0.370876114314022,0.336177697220311,0.256313851853113
2020-04-30,0.660928929638454,0.616329713482969,0.57595333891113,0.532106597349589,0.425321457981522,0.486570463328539,0.355486020017224,0.380980041130917,0.32787000283963,0.251060303156857
2020-05-31,0.677903297932337,0.632384313955685,0.578656063550171,0.555284833143726,0.418786002714317,0.507125915642448,0.364246501100725,0.384457327958451,0.365933419852956,0.259450912512905
2020-06-30,0.679316735850594,0.64646711476551,0.579341886144397,0.558579459223592,0.423002373960859,0.545142618091772,0.378189984815095,0.396563785024576,0.380289725733441,0.267866698862956
2020-07-31,0.674637423309813,0.658995137536613,0.575852850266522,0.561204901172413,0.412375683922313,0.541624893208101,0.42099327807446,0.37687652743388,0.355737975136237,0.251938300523135
2020-08-31,0.660224844111315,0.655497943357641,0.578834646613486,0.570872611460368,0.418212751649007,0.589525822191733,0.429577740235744,0.389641620206291,0.365724090534442,0.261864218566289
2020-09-30,0.657356872433344,0.652379301768112,0.579386835126249,0.570628571618776,0.416777279795303,0.575346727279054,0.413296839516661,0.389061768407542,0.365038808269457,0.26073579758667
2020-10-31,0.657485728388819,0.645854637723686,0.581577210439341,0.577235976981529,0.420488091264593,0.582369342159475,0.40336237613653,0.393564785349187,0.372630188767438,0.252790975726866
2020-11-30,0.670825195091013,0.666058123388328,0.59523972622312,0.58686467904112,0.447216312432519,0.600860629904123,0.433661705500722,0.388970433652483,0.392652742047711,0.265301891383542
2020-12-31,0.672146330367154,0.666605164243485,0.589677648933059,0.588087526228952,0.454308253622679,0.61417839122601,0.437912076330025,0.393715390448054,0.396434123841509,0.271851576838955
2021-01-31,0.674688248277353,0.670677817162846,0.591416521529847,0.590197238214054,0.454997544886966,0.613570241025435,0.443617009271171,0.390696607541958,0.399413899355427,0.28303979046811
2021-02-28,0.682100969684485,0.671477817870155,0.592134740347514,0.588755300965468,0.44490255207982,0.61664799112775,0.45002688840732,0.381904409876174,0.404627004288319,0.301419597451981
2021-03-31,0.690595477461131,0.686837429694704,0.596925686608662,0.587937217462933,0.479729760072179,0.624795166938472,0.460663181295573,0.410664533748094,0.411675737690647,0.316005616555175
2021-04-30,0.688839899199372,0.684592900625321,0.610019520806247,0.570163468698448,0.487568193296999,0.614489501470819,0.476476992496848,0.410040948971959,0.405867983070673,0.321116570770447
2021-05-31,0.663609780393876,0.670233790212492,0.582999139768704,0.552521368658182,0.499411135975679,0.534997802803114,0.498918474908042,0.418770768677305,0.376299330186621,0.314140312496055
2021-06-30,0.66688373971207,0.668320216004867,0.580324696518655,0.543413192961534,0.502887764751159,0.511053832083081,0.491722301114209,0.418220099740249,0.382464665492391,0.308272526371329
2021-07-31,0.66823008468798,0.663281447818453,0.546055668072108,0.540939545904326,0.493178669498204,0.511606328609054,0.494374553442075,0.423358741258911,0.412931478033742,0.347822589125385
2021-08-31,0.653900725712016,0.647193999356371,0.540400611703465,0.506469446057253,0.478766172564438,0.388089292098289,0.504388152573662,0.406815452956779,0.419819477257796,0.337751998215803
2021-09-30,0.643574497792855,0.635168182392529,0.533912057869582,0.504003148370564,0.480538774459353,0.35197242361835,0.50585571251236,0.402376347739731,0.415631803390373,0.3325680845103
2021-10-31,0.648156033149921,0.63915280071543,0.538486353177066,0.502131819630326,0.482901039070708,0.346141078896598,0.501242959219822,0.40323471552068,0.413182453373885,0.332198106817678
2021-11-30,0.647515876168552,0.63640184157937,0.539492918785035,0.495356268201872,0.477078458898396,0.334676550879219,0.462305094720225,0.406491015763655,0.415365971829167,0.321516462457049
2021-12-31,0.638791742006334,0.628612530908855,0.542470453788727,0.495045193875598,0.484227308172276,0.335917301366441,0.469528351839293,0.419386864080216,0.415375556356442,0.30741708202359
2022-01-31,0.639405337704331,0.635790592327586,0.539728529972281,0.494022306387975,0.488417239581597,0.339300064666278,0.464899609444819,0.422362375817125,0.417287577982224,0.318912879226087
2022-02-28,0.652405790838504,0.644210309223486,0.549275254539123,0.489752951422041,0.49822738118859,0.37186926868975,0.474452026325336,0.422718295212674,0.424658769176128,0.327460767392167
2022-03-31,0.645473522296197,0.64220541655816,0.555953893599963,0.487763729859708,0.496101178186634,0.373828401360081,0.467740075003566,0.426766348698996,0.414822277606022,0.338656727196267
2022-04-30,0.65930557070658,0.655758463832434,0.577733044216729,0.491149367514491,0.508928832421046,0.396396956291872,0.412513793410399,0.442253120431846,0.415771082422696,0.318480399611666
2022-05-31,0.662523066987752,0.668152574362736,0.588380760573808,0.48351338707486,0.50657615238137,0.422934603302529,0.404590812247634,0.418711447199905,0.406528051420142,0.369908750715865
2022-06-30,0.648150480569675,0.655615112532856,0.595102386934181,0.469489800651513,0.502857496061583,0.444541003181774,0.432061709698346,0.408518543901634,0.412933088594152,0.369617504782809
2022-07-31,0.62569329944393,0.616179023656265,0.560424980605095,0.491933037498268,0.439428083140169,0.420812356322043,0.439400292933956,0.356007888169894,0.40272477291353,0.332771191615583
2022-08-31,0.619617814948021,0.610907668525341,0.554612679211165,0.487273859462373,0.451068325285884,0.434012244691806,0.459171729132086,0.38513872998329,0.41070179247528,0.346527148088244
2022-09-30,0.620283481429722,0.605606293602756,0.562376592791641,0.486958691953202,0.4494089712985,0.440020523362219,0.443734460983752,0.384867717160965,0.410580279219941,0.334132725624602
2022-10-31,0.621711722224344,0.610289237616998,0.555054892591889,0.489932519455367,0.448371343598048,0.424709884252652,0.45228495117469,0.386397945553088,0.413564811326184,0.350081025029008
2022-11-30,0.6155563334578,0.604259957053043,0.547899611165951,0.473918041644104,0.4492619044934,0.421873548919098,0.449264689725346,0.383385914510895,0.407560923103729,0.35164494554414
2022-12-31,0.614674537702432,0.602944749925053,0.549296439374118,0.477633672099162,0.443335016588356,0.416529687647075,0.444994099933173,0.378544863738935,0.403498337377535,0.342545371398469
2023-01-31,0.615237844591304,0.607243581037579,0.543786808885185,0.4793126482802,0.446819105798978,0.426714648998062,0.455001164084211,0.383703487173892,0.407732070928531,0.343305066187134
2023-02-28,0.60798700978465,0.60383101841984,0.544479988417762,0.474988187421422,0.444032961758707,0.41100940093144,0.447878221395736,0.38875075752579,0.409979414411547,0.340779927957951
2023-03-31,0.626327434799679,0.626139969392876,0.548899047552331,0.481187423827913,0.458804936898263,0.39455969682075,0.449894388429825,0.429698235750811,0.407736767441318,0.329181712805792
2023-04-30,0.628964317417701,0.640614063712394,0.551772090143745,0.470243018300385,0.46615623166696,0.389202963324223,0.466362025087978,0.436039692120467,0.41459197504286,0.372501713019406
2023-05-31,0.635116104561905,0.63808246900119,0.544524583691967,0.503736136054171,0.47862270467044,0.40927429978259,0.448023343719608,0.434667776217092,0.420740712806295,0.349457295035046
2023-06-30,0.636984248922561,0.638820488316355,0.544676706193384,0.512472247302463,0.482137116595473,0.411740711709927,0.46501792609095,0.439947042261858,0.419755256727657,0.329842106180525
2023-07-31,0.621035431712335,0.637600398917373,0.554018356188806,0.512814649673401,0.484711055137179,0.391544443286898,0.490420321366759,0.459566831838179,0.424614727752258,0.359260120535332
2023-08-31,0.605869686074566,0.62128429364822,0.536904519323813,0.515769334259674,0.464593295418155,0.391774844789892,0.458971730155163,0.43246918106182,0.431441344383789,0.370826242341311
2023-09-30,0.605315690725537,0.627454794862545,0.538180184034604,0.518662460395574,0.459938105884713,0.396822225099925,0.444574469816187,0.428744752411681,0.430077227203895,0.37412898738378
2023-10-31,0.610726747532415,0.630589725059036,0.542298737431312,0.52760919641891,0.463547413577193,0.397910856025616,0.424636549605578,0.419704196924388,0.424897402293248,0.37531531237547
2023-11-30,0.590764298262855,0.612870887178937,0.511822879226597,0.531212325480005,0.455694241936663,0.437391608244083,0.411800089895332,0.39926002834556,0.415362560106328,0.356193691310236
2023-12-31,0.590075428965144,0.596411466413925,0.503590015308036,0.526115008242003,0.455239258697975,0.430419027475396,0.406714032531792,0.401279941887924,0.403854865776458,0.347880967944943
2024-01-31,0.58932015817252,0.595604617182771,0.50073417925227,0.526774987290874,0.452673573079509,0.426496296114365,0.386272523430653,0.405523614422652,0.408089853805979,0.339128236080616
2024-02-29,0.602855237535339,0.606623541722798,0.512431657712952,0.513844128965473,0.437990640347323,0.434424404599142,0.408941182221325,0.400175105304362,0.402152639472792,0.339883375524181
2024-03-31,0.617372840149011,0.609430970831871,0.536182941004829,0.516803684134652,0.476774579366088,0.439388049404157,0.396182459562662,0.443292006589088,0.448501084777486,0.362200069874042
2024-04-30,0.615604282753744,0.604115947632725,0.524486398424703,0.501881093152214,0.486668694466522,0.43758474058099,0.368464834613052,0.445015458359432,0.443491520028456,0.344974954947881
2024-05-31,0.635251389408169,0.604332287316232,0.546105373427335,0.495991339196423,0.468199370415031,0.480661060202292,0.349873715651358,0.443078507488939,0.440135418677261,0.315737996034341
2024-06-30,0.635153321548764,0.608891517623934,0.542277183379553,0.502958869821442,0.480217756859898,0.483269988742503,0.365303149668828,0.445589993959424,0.44507346104255,0.321028637254074

