AVERAGE MONTHLY RANK CORRELATIONS OVER 60 MONTHS
Universe Name: Russell 2000
Factor Code: NIStab
Factor Name: Net Income Stability
Tab Name: Negative
Created Date: 2024-07-25

Category,Factor Name,Correlation,T-Stat
Volatility,12M Realized Price Volatility,-0.480531459090701,-72.7647070523772
Volatility,Volatility,-0.445842736745083,-62.7455286845594
Volatility,1M Realized Price Volatility,-0.381527351251647,-36.6590119889497
Volatility,90 Day Coefficient of Variation,-0.35731615747168,-33.2495283583911
Volatility,60M CAPM Beta,-0.224628022980929,-50.579837161468
Earnings Quality,Accrual Ratio - Cash Flows,-0.217076157632828,-60.6266409166685
Size,Log Market Cap,-0.180466777258457,-26.406043123395
Size,Size,-0.176347061472957,-26.882146377887
Size,Log TTM Sales,-0.119816165512465,-18.1946013359279
Earnings Quality,Working Capital Accruals,-0.108636203293095,-15.4104659063898

Correlation (Factors)
,Volatility,Volatility,Volatility,Volatility,Volatility,Earnings Quality,Size,Size,Size,Earnings Quality
Date,12M Realized Price Volatility,Volatility,1M Realized Price Volatility,90 Day Coefficient of Variation,60M CAPM Beta,Accrual Ratio - Cash Flows,Log Market Cap,Size,Log TTM Sales,Working Capital Accruals
2002-02-28,-0.458340460269303,-0.44710466627065,-0.438932475523651,-0.365974255131361,-0.303356133802221,-0.262202191333278,-0.282206591324399,-0.265476312090368,-0.179021861344409,-0.222947735611156
2002-03-31,-0.473786724008942,-0.455885006516244,-0.421023725682985,-0.376140354577468,-0.315291657816197,-0.280990365210878,-0.293812314808846,-0.290506542112312,-0.215465578175416,-0.22211637511769
2002-04-30,-0.481430509991924,-0.471333230788573,-0.429292182306162,-0.384243971957615,-0.329588593650087,-0.308614016698034,-0.341677980091028,-0.320604094952783,-0.227930858708085,-0.242692150371817
2002-05-31,-0.485105824394244,-0.481864725821803,-0.4480097815716,-0.392054045828453,-0.334061433044661,-0.336376834427441,-0.369232550524638,-0.3404550340993,-0.23804086630571,-0.213917797573998
2002-06-30,-0.41824438889267,-0.419597378354187,-0.378542138292302,-0.36936222563701,-0.300750766853126,-0.316802747202709,-0.272440191278955,-0.233134007313638,-0.131209059553085,-0.211199351273565
2002-07-31,-0.435632894314211,-0.431301456501534,-0.360222523221258,-0.394789744995385,-0.316038905241104,-0.339667669284134,-0.209154004951764,-0.161734738091671,-0.0677056087856527,-0.228860359000435
2002-08-31,-0.455349148910582,-0.460486364529663,-0.425299453740426,-0.402502656459396,-0.341599722540358,-0.341516553326291,-0.247390134766286,-0.191363776568328,-0.0772070933259472,-0.225471991632345
2002-09-30,-0.45951449233448,-0.459113934803657,-0.425581513818905,-0.388983623725876,-0.340557665996731,-0.343154205775588,-0.282946177188216,-0.212945733102785,-0.0790529382396435,-0.225356286805448
2002-10-31,-0.46528092016913,-0.447151038155865,-0.379036466464585,-0.393835618542896,-0.335498506367171,-0.341613448099999,-0.268979454232012,-0.209054041866314,-0.0834487301798967,-0.217970588453237
2002-11-30,-0.470122789810816,-0.462595638129263,-0.431393209421969,-0.409569784058989,-0.347240082595034,-0.350541746728133,-0.20642707504163,-0.181897100921519,-0.0993711317019519,-0.217357322348864
2002-12-31,-0.471279917456328,-0.472932745901037,-0.434211737786589,-0.424831562295471,-0.352009937731794,-0.347283210922069,-0.246821183014099,-0.204681011975337,-0.0979270870321107,-0.20810008691132
2003-01-31,-0.472803782886349,-0.468455529310478,-0.417977187705269,-0.429227362410892,-0.351865335532161,-0.342792477291841,-0.249097880255532,-0.204745977092671,-0.0945842564359751,-0.208375824372672
2003-02-28,-0.476068570738838,-0.473594075492515,-0.390976115520837,-0.430668716709082,-0.360487762588081,-0.33936996582309,-0.249566289840521,-0.210667614001617,-0.104997301533256,-0.211038150497481
2003-03-31,-0.481318106487703,-0.485955705924211,-0.419944568919514,-0.420248299791453,-0.367075548913801,-0.339476396334662,-0.272658501241118,-0.231791343825199,-0.116298532269922,-0.187625521051334
2003-04-30,-0.488844619270217,-0.473992664522494,-0.408658463190489,-0.387921363096147,-0.369812747862325,-0.358045766288585,-0.261573674053664,-0.227991234153729,-0.124337489863118,-0.175949309253582
2003-05-31,-0.491984832350555,-0.492817461007546,-0.466729230415925,-0.391848016782315,-0.381552194457833,-0.347598504051966,-0.211444963551645,-0.197507226193183,-0.121706519028275,-0.176928717471404
2003-06-30,-0.465906112094304,-0.458388398361801,-0.389562739095266,-0.370854400490696,-0.378713239074868,-0.334294109831938,-0.140540942446312,-0.123756643466961,-0.0640880530907545,-0.178548642164001
2003-07-31,-0.474073487089845,-0.447420307702539,-0.331640846237009,-0.357144174843096,-0.405726790572408,-0.344604107291775,-0.0729680133848944,-0.0636824140009542,-0.0302576605059037,-0.180406946288219
2003-08-31,-0.477772492741312,-0.459494789098652,-0.35605425224876,-0.330761728669701,-0.418326738884045,-0.358478735942958,-0.0683934399507104,-0.0581875884812249,-0.0255666567098558,-0.201198448934695
2003-09-30,-0.471002639086209,-0.455353881374682,-0.367851933794458,-0.332761673982328,-0.409072654520476,-0.355438542514298,-0.0619877681846978,-0.0519514579243267,-0.0211552214395581,-0.194836892863
2003-10-31,-0.464217307948093,-0.433981312015071,-0.304945612660749,-0.336355604941544,-0.398067451797108,-0.353435832918688,-0.0656169745829547,-0.0553841814352916,-0.0214383796305619,-0.189379045098627
2003-11-30,-0.450708379875925,-0.434168585797793,-0.321350627610513,-0.301477975738609,-0.39529817167819,-0.31866150604025,-0.0772247112598905,-0.0651905431621114,-0.029743196888983,-0.196857503535771
2003-12-31,-0.445327258450605,-0.434771875320252,-0.295150962559754,-0.286776251243395,-0.4040633850036,-0.319084208517038,-0.0714343894746139,-0.0628707211992306,-0.0323647167195663,-0.202899775089629
2004-01-31,-0.434950165136816,-0.445366334586427,-0.328389569727128,-0.34412599671422,-0.400819720857764,-0.31327671072306,-0.0417547240115035,-0.0428013699313417,-0.0257524075830169,-0.198722995171608
2004-02-29,-0.421943611284789,-0.444480869573488,-0.33543252872444,-0.359858204532826,-0.389792800391395,-0.312473016491863,-0.0627691809426975,-0.0557643934385043,-0.0285250928061726,-0.190531009671715
2004-03-31,-0.399607574098822,-0.429731034242509,-0.36822089297392,-0.335091023091225,-0.364189331356334,-0.31936355883031,-0.073022875162857,-0.0516438472785763,-0.0113031655118523,-0.179349240150205
2004-04-30,-0.398573709762,-0.416655279137168,-0.332703859895425,-0.31947384265582,-0.361928312807285,-0.3112886315185,-0.082588595300851,-0.0571868696934966,-0.0128560286813046,-0.188348520440381
2004-05-31,-0.394445742837826,-0.416868777934472,-0.322816558936054,-0.325947262629681,-0.365813155618704,-0.27375615224845,-0.10484607093135,-0.0749467122589873,-0.0207364995224759,-0.188087371465437
2004-06-30,-0.376171569631369,-0.395108554198019,-0.278177962227159,-0.291224576376746,-0.368788164923102,-0.26631223162211,-0.0964387551641392,-0.0637392574954973,-0.00985509155216674,-0.192487084775735
2004-07-31,-0.396660727285227,-0.411291361749947,-0.327408158880435,-0.320078963302631,-0.373729196190749,-0.2763668133392,-0.190068628848473,-0.153276273386346,-0.0813963335016481,-0.20083286225343
2004-08-31,-0.398066197303335,-0.417121985666412,-0.3361572919818,-0.341490721148915,-0.366568337747772,-0.235428001980137,-0.213009718198927,-0.170279415481581,-0.0884559529696997,-0.199749213414399
2004-09-30,-0.385974386053344,-0.386029260891228,-0.276783314082315,-0.294501276806374,-0.360978728454316,-0.235201593401594,-0.208693191086139,-0.167676787049901,-0.0888899444504448,-0.204996671456969
2004-10-31,-0.385721491210213,-0.381846108362428,-0.278016037792805,-0.268884811065473,-0.367452862152909,-0.231764509421208,-0.212626716896224,-0.174425452665037,-0.095518939270563,-0.197489580152893
2004-11-30,-0.385471918559777,-0.381775730223958,-0.284007929566266,-0.225828521860332,-0.367070341824474,-0.222313929891541,-0.208413673986128,-0.168795942219673,-0.0892784047992664,-0.177558897729976
2004-12-31,-0.390618008935303,-0.379800179841568,-0.258203742689783,-0.212030341315161,-0.368822145380438,-0.207628898301184,-0.202784583849768,-0.162080760981589,-0.0838948252311507,-0.176217401327113
2005-01-31,-0.389356925047233,-0.378799185228576,-0.249442452934401,-0.249601755766797,-0.377987184438288,-0.203282478494373,-0.21933507463684,-0.170638488947653,-0.0842088856901215,-0.176539410889455
2005-02-28,-0.383266394264125,-0.387656170167041,-0.265719900016532,-0.25941617370268,-0.389530975780165,-0.279668579263599,-0.214390707186128,-0.164873935541262,-0.0798628258663053,-0.180670954336199
2005-03-31,-0.358428012584348,-0.370541899512501,-0.268500462109983,-0.247093113870637,-0.363781100872476,-0.273143823228051,-0.231235324806099,-0.187457325821536,-0.104018931849224,-0.183253051650446
2005-04-30,-0.349857209902094,-0.357010991069446,-0.193794684677791,-0.270146991942021,-0.363921344878793,-0.266075056071402,-0.241273748050153,-0.198814380754997,-0.113268151676546,-0.169619962234214
2005-05-31,-0.355307128178491,-0.384711637384924,-0.263912563337112,-0.285018615058433,-0.362618188766586,-0.30751758304166,-0.253763508432057,-0.206484564794891,-0.115141853629858,-0.172084211021827
2005-06-30,-0.304511261908375,-0.338821347223629,-0.218070574937931,-0.231933869674612,-0.346929120713488,-0.297086806996761,-0.159772925055901,-0.116108320216387,-0.0435313123962714,-0.15976955266417
2005-07-31,-0.301627011484497,-0.314908982477405,-0.134255124052196,-0.200645321071495,-0.353077539148814,-0.299761824675696,-0.132883212834801,-0.106570550644626,-0.0528887214422439,-0.162730261979061
2005-08-31,-0.296695715909442,-0.332974289587302,-0.19939246317597,-0.215804694768336,-0.344100043714347,-0.305362620539684,-0.137663342209015,-0.118334541831368,-0.0691243037467055,-0.169048200221483
2005-09-30,-0.281481966637961,-0.316148159555048,-0.144075308940372,-0.219958347078443,-0.350500371369418,-0.309058612432044,-0.132489716275279,-0.115914140098507,-0.0707387043165617,-0.171809145468524
2005-10-31,-0.264040717989372,-0.312799415709892,-0.149262276372677,-0.217761449895073,-0.358564719540222,-0.298400009642282,-0.149326283426286,-0.12902809615869,-0.0755649025523077,-0.172908473155576
2005-11-30,-0.286339478758643,-0.347580702790734,-0.245379821880791,-0.223006498444267,-0.360824886840294,-0.318023319231315,-0.149401187058871,-0.125929624133761,-0.0702314169081503,-0.178452024936909
2005-12-31,-0.279285954914557,-0.340432761027781,-0.243052825010518,-0.210182506408755,-0.357370475361743,-0.327798431986233,-0.147802697097077,-0.127461534185619,-0.0751814499600311,-0.17178887369263
2006-01-31,-0.274634859249154,-0.330768213933166,-0.196875764727141,-0.238157236418281,-0.364184587480531,-0.337012498749315,-0.132575394416841,-0.119169502783356,-0.0757574794189358,-0.179404736400668
2006-02-28,-0.272260360581387,-0.34175781813077,-0.187016589790688,-0.274926074453919,-0.364464528460488,-0.333167700103721,-0.123507855577503,-0.11289596160545,-0.0732188550266484,-0.172788386447896
2006-03-31,-0.256642841861052,-0.33662285494271,-0.218444794583536,-0.267766910508986,-0.345818522734562,-0.288617331800017,-0.120630773359766,-0.100404903004016,-0.0556535774365313,-0.152013605419316
2006-04-30,-0.254800876004478,-0.311507210554478,-0.168276170998971,-0.237262555601005,-0.344690187913586,-0.320541640551332,-0.131445655402574,-0.106332866812885,-0.0576568821870656,-0.150906831162371
2006-05-31,-0.260923877799805,-0.322475006036172,-0.218101416438772,-0.235907882653967,-0.334734976634871,-0.320988637973573,-0.147344487533245,-0.110292304937663,-0.0510476217785031,-0.191617273708888
2006-06-30,-0.225480327299178,-0.294198564863349,-0.155642925935969,-0.225950797443713,-0.344267626551867,-0.324724838564107,-0.0855817257261419,-0.0483756597125107,0.00318746048616334,-0.187872923081947
2006-07-31,-0.232162390659468,-0.275883646212287,-0.118399749372781,-0.192166940851338,-0.349825699352279,-0.303741073457113,-0.120358076355602,-0.0868118646574865,-0.033670846450629,-0.191063904868591
2006-08-31,-0.235188699670359,-0.298539632325394,-0.20813203035722,-0.188321727789367,-0.34299633322873,-0.287949847095353,-0.108741039967064,-0.0901767256085577,-0.0501143839465668,-0.184591761681434
2006-09-30,-0.238411146440012,-0.285455703894445,-0.164813237433738,-0.17362519001664,-0.335476958340449,-0.283444003295468,-0.12081663869491,-0.0951677845536925,-0.0473719526719672,-0.177747278066639
2006-10-31,-0.237140223089958,-0.288031275435927,-0.150254131324391,-0.197580119422806,-0.332225652867619,-0.286240629121529,-0.111312578017541,-0.0899077317230657,-0.0475495864923575,-0.174218492967588
2006-11-30,-0.222065102597733,-0.299615613647876,-0.177763489766076,-0.226958321671689,-0.313456090694172,-0.261092385832061,-0.11876035979156,-0.0962289811534984,-0.0534361705716417,-0.168564013688454
2006-12-31,-0.221587986689159,-0.291286428952605,-0.163878876371837,-0.201716456268508,-0.31138669168982,-0.260947028873399,-0.127141235076591,-0.105039472818567,-0.0591603058649675,-0.182086739813517
2007-01-31,-0.215574297775379,-0.275770527379858,-0.118029085919167,-0.219211818119085,-0.298356614647791,-0.25464621446149,-0.127156291614641,-0.106649718570887,-0.0621704333280477,-0.171701772744949
2007-02-28,-0.20704626804856,-0.272626606516236,-0.148393905995024,-0.212445770917371,-0.280979009209969,-0.247970682046092,-0.129886384292512,-0.114191277839447,-0.0729753155265452,-0.177996009004347
2007-03-31,-0.194072853496431,-0.259851337460522,-0.16260090304331,-0.189083422672918,-0.241083391072878,-0.254801572762993,-0.154680333921966,-0.143100990479816,-0.098794688702207,-0.160420275230549
2007-04-30,-0.190161496793291,-0.22845604188991,-0.103224731815685,-0.172629716386522,-0.22548323468109,-0.244088731763928,-0.152738018128138,-0.150025843255613,-0.11219615393256,-0.180082419370441
2007-05-31,-0.182627938835782,-0.237988778840458,-0.16999436403796,-0.156952908539211,-0.219386986153977,-0.229921123083066,-0.159114980533881,-0.142665459277303,-0.0940987585498427,-0.180188800722658
2007-06-30,-0.128071387102499,-0.186959962233516,-0.130413842854035,-0.129598684428024,-0.165379112016915,-0.25186737620081,-0.100718020075065,-0.090671746479718,-0.0552850880099901,-0.195160508929253
2007-07-31,-0.163458506446015,-0.187263417627718,-0.0764673250343855,-0.135822196953976,-0.161742272450093,-0.219968320174195,-0.124318053342454,-0.117951095520366,-0.0765714355333561,-0.195021580862951
2007-08-31,-0.196218203831276,-0.235740430590724,-0.115890456335633,-0.204397551581147,-0.168553247700406,-0.220325243357436,-0.163961002413253,-0.147406691515332,-0.0857391734027633,-0.193529453477496
2007-09-30,-0.19963486259354,-0.229991243322779,-0.131104718446272,-0.1856421260296,-0.157583800111192,-0.23411780875518,-0.169235912112128,-0.15102605284448,-0.0860019486243264,-0.180484383879452
2007-10-31,-0.198409536002028,-0.198362411276507,-0.0526552435768986,-0.148643803320447,-0.176030314032537,-0.23421882624684,-0.164574154758429,-0.149926401805419,-0.0888516065767744,-0.181349663663827
2007-11-30,-0.217081112269734,-0.218787855576013,-0.138338920595455,-0.128478318885163,-0.178566032295268,-0.234160987332901,-0.209368630831736,-0.18555184291582,-0.105737447934623,-0.188180413580716
2007-12-31,-0.234373913830292,-0.247259270033244,-0.199750477359987,-0.156970572732474,-0.163026004943724,-0.228849599480478,-0.205814528648372,-0.180811333735327,-0.102318758682118,-0.174881749313688
2008-01-31,-0.23666170571179,-0.229105521508371,-0.12153368357449,-0.190212950869517,-0.151412856444747,-0.230940489332188,-0.216630242112915,-0.185142284195592,-0.100427009424557,-0.174978631484493
2008-02-29,-0.241906090070235,-0.251220238764118,-0.192146572891732,-0.224861569361799,-0.118175089465611,-0.223395063606745,-0.21360907397375,-0.172216139458015,-0.0793706738105223,-0.157836630966655
2008-03-31,-0.269692370167819,-0.263110823853852,-0.206679191667579,-0.231719363124899,-0.114435125266993,-0.202936366242675,-0.267640160516152,-0.211459344251681,-0.0927061409207904,-0.161878097854858
2008-04-30,-0.266945681657841,-0.242790070293107,-0.158057954253051,-0.200794965855988,-0.113753547287539,-0.217863360680969,-0.262313293868684,-0.209158379711397,-0.0897201603328777,-0.150518289379223
2008-05-31,-0.280974962715449,-0.260092337635317,-0.244589734451285,-0.167058494053599,-0.0840230972416215,-0.215507360758273,-0.28834246455265,-0.224712582598844,-0.0938501742589998,-0.14184703937158
2008-06-30,-0.233579471519663,-0.216330103000574,-0.208748383003908,-0.134722655287146,-0.0888059771333792,-0.206162615167789,-0.234114856628586,-0.183090234195953,-0.0764227860786785,-0.16395376417902
2008-07-31,-0.248455432130313,-0.227043008786437,-0.166188445416155,-0.196910260579681,-0.0778823021159542,-0.218874387541485,-0.216245247344261,-0.177855315236168,-0.0915980605068318,-0.184717037183829
2008-08-31,-0.290582272026919,-0.291430682894905,-0.258238589677752,-0.257419910616943,-0.0867984242665885,-0.21543845441915,-0.239441764897975,-0.195474479829657,-0.100938748960239,-0.175106096102777
2008-09-30,-0.30206168630727,-0.268671815616321,-0.216514129492795,-0.235657011344694,-0.0819645657964803,-0.218348375918028,-0.25378180129117,-0.207141200454355,-0.101083687601128,-0.1887578290271
2008-10-31,-0.335632108782316,-0.29531712720399,-0.266837553437956,-0.249940675538439,-0.14338164743425,-0.219191998189739,-0.292363594861911,-0.232366268667642,-0.0977961533069827,-0.196479948066825
2008-11-30,-0.368724605172859,-0.298503863992896,-0.288137386221264,-0.235541869698922,-0.160418889441573,-0.208681340203436,-0.335502115733807,-0.285099548337048,-0.13559817491995,-0.175040309698161
2008-12-31,-0.376626540478284,-0.314525950251938,-0.313723179763552,-0.24694444503452,-0.153052689752904,-0.229834918435462,-0.33812588421191,-0.288973265964712,-0.137937691676617,-0.158984587103122
2009-01-31,-0.330747035047745,-0.274918681992137,-0.288401210043274,-0.229036898578397,-0.0926740733507256,-0.227240713819202,-0.278950720166018,-0.250874169301349,-0.136378423920631,-0.171277059663823
2009-02-28,-0.33773254104909,-0.300653276700183,-0.296539780221191,-0.26131005529104,-0.112435536797924,-0.230296427321471,-0.270577917799367,-0.225960027901577,-0.103226489975775,-0.18769831109902
2009-03-31,-0.370599272485007,-0.328450682007788,-0.324911998282305,-0.268389443157073,-0.117088119025699,-0.204941295416499,-0.306447667596546,-0.262808232059944,-0.133422660079819,-0.161955477962414
2009-04-30,-0.436458385876341,-0.381065756395063,-0.351599444243543,-0.315671449701935,-0.207116495608266,-0.262879662234412,-0.351975466661662,-0.287709968111439,-0.126310246957604,-0.18671784726493
2009-05-31,-0.43853344925563,-0.382209531562013,-0.371879955855279,-0.298210440724748,-0.21956992690537,-0.279002547553064,-0.349774731601603,-0.295814376527905,-0.147432690510917,-0.191523940733721
2009-06-30,-0.381362807945357,-0.323952228150737,-0.303250877343487,-0.247852054659513,-0.176588400213452,-0.267361771589018,-0.282423110469264,-0.244749969271516,-0.127448361104971,-0.158502327973671
2009-07-31,-0.378965707104638,-0.346123277514921,-0.318548096177503,-0.278637979486137,-0.187160253425296,-0.276916863891298,-0.223509983333818,-0.19655656804898,-0.109418193715839,-0.158229793878769
2009-08-31,-0.384555455253969,-0.352747701928825,-0.31527333223932,-0.290005987664865,-0.187176317131564,-0.254947732438528,-0.216482307194964,-0.187746354776868,-0.107186909084341,-0.15401705286613
2009-09-30,-0.38078930703243,-0.345788038479948,-0.317165184377657,-0.271548911102722,-0.181118574968083,-0.255446878913365,-0.221109098370247,-0.192399642059908,-0.111636684359226,-0.156843651406802
2009-10-31,-0.396388298675321,-0.357449094537439,-0.336065764418355,-0.287239305014757,-0.189761074376488,-0.254513136579366,-0.24891493570911,-0.207300832230343,-0.109534325941746,-0.158491008211233
2009-11-30,-0.417097193434083,-0.384564798194019,-0.339528292931277,-0.316514634366503,-0.193494503067219,-0.26559803464061,-0.258459261532237,-0.21426385902931,-0.109767314094648,-0.173168325879871
2009-12-31,-0.426124042319873,-0.386627599501186,-0.341537842863648,-0.27433982881965,-0.191693316666123,-0.257994669325126,-0.255656049137411,-0.21607060549426,-0.114110102374554,-0.156699955510239
2010-01-31,-0.416976085301314,-0.370096725414327,-0.32032822381395,-0.266545948933842,-0.1873648231849,-0.251265710098367,-0.241179766464264,-0.209591563444324,-0.117087929504836,-0.155452061204793
2010-02-28,-0.40047494586915,-0.345334804575811,-0.273170128056023,-0.25964881883109,-0.181464069999051,-0.243856156526465,-0.208971800610943,-0.182815145409667,-0.100968665126168,-0.141803312060693
2010-03-31,-0.405893469956949,-0.348003942394735,-0.291211759216003,-0.26359374273192,-0.160338068853682,-0.260690032078198,-0.208083066855891,-0.186405190889705,-0.110599371708679,-0.148451683465882
2010-04-30,-0.395104441663746,-0.349899433634929,-0.31744053230653,-0.259543700099046,-0.157603788228042,-0.262197852643154,-0.182778950429268,-0.173240376680478,-0.118151936331651,-0.135302673061119
2010-05-31,-0.387307383234026,-0.330586054136131,-0.307657395199993,-0.256822736595576,-0.14221799667657,-0.247942049737264,-0.202111824448082,-0.189132351598647,-0.128927035200695,-0.108057428238671
2010-06-30,-0.394977954728196,-0.355103036324783,-0.335677019817787,-0.279183445288704,-0.194101131484412,-0.251480074856328,-0.1925432505129,-0.172836124994588,-0.105322912403377,-0.122014835782069
2010-07-31,-0.418404830207499,-0.399053283337765,-0.353861549256699,-0.335972391036091,-0.23122901188703,-0.214474642427921,-0.232380540882087,-0.205807850053976,-0.126174803878494,-0.104224703394137
2010-08-31,-0.431559401924171,-0.414179869433005,-0.327465429233228,-0.368364160768581,-0.250072621497098,-0.221337350571581,-0.251419819069687,-0.215398191086837,-0.119539981554745,-0.105703778423454
2010-09-30,-0.428970241586323,-0.394531174520983,-0.32754618493029,-0.28710983366903,-0.258329424808184,-0.232094161688049,-0.238175807752326,-0.208394530037359,-0.12004573074332,-0.110721386446733
2010-10-31,-0.42252612922387,-0.360325086593093,-0.267890639636594,-0.219364815110841,-0.265011752368258,-0.236515836229441,-0.244578539564716,-0.212278415317285,-0.122426598370825,-0.104734515241337
2010-11-30,-0.42702107692401,-0.370738077599947,-0.320258142854556,-0.185429091067558,-0.276574519240612,-0.23095532967843,-0.260128346435087,-0.218448571855832,-0.119669662869664,-0.107163178531543
2010-12-31,-0.427483858149769,-0.383164965139004,-0.333626278285635,-0.176311983377828,-0.274329405906743,-0.242975434082258,-0.243162859580262,-0.205861927045519,-0.113574593748127,-0.127796927806877
2011-01-31,-0.4290125556317,-0.388662337171221,-0.321251400654263,-0.22176483297965,-0.276479364332641,-0.239787427798764,-0.255672640153367,-0.216329647525534,-0.121768203849571,-0.128134884840127
2011-02-28,-0.412944962248179,-0.367333421905102,-0.267730381845431,-0.235782352368702,-0.280096388441797,-0.216664594332769,-0.248020565761854,-0.223318661143101,-0.139619934111912,-0.122091739760437
2011-03-31,-0.381592387247228,-0.349922003447924,-0.25056944972243,-0.238730654560706,-0.264445618620982,-0.19125899302035,-0.24598187159572,-0.225117752306064,-0.141426695145278,-0.13349608399741
2011-04-30,-0.376228066902168,-0.322970576414083,-0.219014816047716,-0.191533448271653,-0.25947523970504,-0.180572702710289,-0.250825267875773,-0.226993705972615,-0.142418285127951,-0.135656166513509
2011-05-31,-0.355039391883939,-0.310534769636526,-0.231573248112619,-0.167570138389941,-0.246702272085299,-0.212171164752842,-0.268780732813493,-0.245289026306416,-0.15725959349871,-0.142093787764596
2011-06-30,-0.343006330640175,-0.335322885760922,-0.269148512753567,-0.228281796764705,-0.257500677982421,-0.211376690010683,-0.281503900461127,-0.251978465570267,-0.156966381339146,-0.149216539464124
2011-07-31,-0.30771903282013,-0.295601303445086,-0.209677448845044,-0.186982568591942,-0.249102261265298,-0.189951944240982,-0.23427814974668,-0.211271658148702,-0.127517758882087,-0.14427354596742
2011-08-31,-0.351272257003222,-0.37684111305934,-0.327627934431678,-0.299835303093164,-0.270529331058291,-0.208501646572818,-0.274566670759037,-0.231465434548149,-0.122337809084588,-0.145296558324134
2011-09-30,-0.361568237356042,-0.385284433116735,-0.3327919113585,-0.316705112607949,-0.279894198622542,-0.202890518295977,-0.294033873294424,-0.243691209438449,-0.121038159813811,-0.150543937895949
2011-10-31,-0.376284483288944,-0.390480638757473,-0.31617349762591,-0.334729622028271,-0.280664673493815,-0.187446016032591,-0.291490222776781,-0.243677380375955,-0.123998608002723,-0.138787027589304
2011-11-30,-0.372901843935996,-0.37273826240765,-0.291017601635201,-0.302728715693027,-0.277118763253855,-0.211299435592274,-0.310543649039366,-0.259207254459192,-0.133599130311881,-0.142906658437354
2011-12-31,-0.368348877709963,-0.376214981748254,-0.325355236359223,-0.257708617303778,-0.276467465948176,-0.211123898368613,-0.302002296146767,-0.252581349659124,-0.13144132125096,-0.151429857418138
2012-01-31,-0.36693650933093,-0.374556611349287,-0.300307563607834,-0.278430268931691,-0.272669013199035,-0.216932560794432,-0.29173396936498,-0.248594928725904,-0.136751447177451,-0.158269546234849
2012-02-29,-0.361672485140368,-0.372441376117757,-0.282769088378167,-0.285686535252855,-0.273399770552434,-0.21458226663176,-0.257520695171647,-0.213942502597825,-0.109915906626078,-0.148473658610598
2012-03-31,-0.367219647578348,-0.379842350578571,-0.291351818338942,-0.292927682281208,-0.275054139371568,-0.191206522727997,-0.253746919133824,-0.202174708403973,-0.0914635534190658,-0.13460853934409
2012-04-30,-0.366069282845204,-0.363785215609,-0.253641038510289,-0.284603355863658,-0.270180278785174,-0.185744517166078,-0.258615667541565,-0.202363146836756,-0.0869405076893545,-0.152997978002266
2012-05-31,-0.374142838342267,-0.349742238142523,-0.26045153950119,-0.257649694176234,-0.253239038626418,-0.213591562732941,-0.276964594311017,-0.227159098928525,-0.109075976375901,-0.16647528018338
2012-06-30,-0.370468590684142,-0.334473544365539,-0.257528887934692,-0.223316787962671,-0.25337428050285,-0.21353465523677,-0.281347549102392,-0.232022804422748,-0.112109086283277,-0.163688608361045
2012-07-31,-0.32853588506997,-0.286509949573599,-0.187116827852867,-0.166221628459963,-0.241232616423618,-0.191937074664812,-0.230198806126514,-0.192355627982109,-0.0996838161041531,-0.130964990057555
2012-08-31,-0.321437224706451,-0.301402612174986,-0.213864653923936,-0.180286051434622,-0.246178820589782,-0.192334738163063,-0.20933465910438,-0.173830886430397,-0.0887893833436934,-0.150292573074915
2012-09-30,-0.314072827822832,-0.304344033612084,-0.231284811799096,-0.170799922079314,-0.252269859989173,-0.183957704469443,-0.204868963775677,-0.170132501784095,-0.0879396790647082,-0.151462177484988
2012-10-31,-0.301848776943476,-0.291612678377908,-0.174511535918596,-0.189900685638278,-0.257425941250856,-0.206111706103406,-0.215391628577607,-0.179077067656018,-0.0918381307573091,-0.15483106526671
2012-11-30,-0.310264987893618,-0.331775613512541,-0.239072941073326,-0.24225147408287,-0.262865439383731,-0.209634347905486,-0.212901990213024,-0.183785780773115,-0.103270072609228,-0.158524039687356
2012-12-31,-0.304146514280372,-0.341932475097957,-0.260405895384134,-0.242151210043588,-0.261150051923063,-0.207366125214218,-0.205781038220564,-0.179758668849181,-0.103868073692978,-0.157001436363109
2013-01-31,-0.301095585684027,-0.331151648090925,-0.245995060071354,-0.235188291726533,-0.261020717505496,-0.206751583706861,-0.205877763605776,-0.181731624509841,-0.108568953736247,-0.15099848787417
2013-02-28,-0.304033858997306,-0.333009388430318,-0.22279847657536,-0.24339455006671,-0.270228430728034,-0.184387840212553,-0.21459642497943,-0.183204738447307,-0.101473519937602,-0.118199009320054
2013-03-31,-0.308598282787517,-0.33421722149856,-0.255754970616229,-0.198205318741089,-0.271153476530151,-0.187819550445535,-0.232346793135935,-0.190232447438522,-0.0984000831474661,-0.122854372909026
2013-04-30,-0.302751814655047,-0.323757684046432,-0.244697969907022,-0.211531902517245,-0.266008546814078,-0.19886704240774,-0.23162744202308,-0.19584691983499,-0.107470787826257,-0.11618486175657
2013-05-31,-0.328622245908263,-0.331132162516552,-0.249538682063957,-0.197007693224834,-0.264092417838436,-0.220993225679333,-0.22367977325783,-0.181716990179753,-0.0977291273865251,-0.158614034126532
2013-06-30,-0.323769645024286,-0.349869852498063,-0.301556017340449,-0.196235326460349,-0.266740513351943,-0.212474215112268,-0.22524827999417,-0.180758116618302,-0.095748599546463,-0.167059815451989
